,Unnamed: 0,id,depart,fromTaz,toTaz,route,cluster
0,0,0,0,1,1,450@574#0,0
1,1,6,0,1,2,19@467#0,1
2,2,12,0,10,10,537@456#0,0
3,3,13,0,10,12,537@456#0,0
4,4,20,0,10,8,537@456#0,0
5,5,24,0,12,12,320@39#0,1
6,6,26,0,12,14,320@39#0,1
7,7,30,0,12,7,362@363#0,0
8,8,31,0,12,8,650@460#0,0
9,9,36,0,13,13,643@365#0,0
10,10,38,0,13,15,470@515#0,0
11,11,48,0,14,14,201@558#0,0
12,12,52,0,14,7,341@498#0,0
13,13,58,0,15,13,470@515#0,0
14,14,60,0,15,15,581@468#0,0
15,15,62,0,15,6,581@468#0,0
16,16,64,0,15,8,470@515#0,0
17,17,66,0,2,1,19@467#0,1
18,18,82,0,6,15,581@468#0,0
19,19,84,0,6,6,432@433#0,0
20,20,101,0,8,12,650@460#0,0
21,21,7,1,1,6,450@574#0,0
22,22,21,1,10,9,537@456#0,0
23,23,23,1,12,10,537@456#0,0
24,24,25,0,12,13,465@445#0,0
25,25,32,1,12,9,537@456#0,0
26,26,40,0,13,6,470@515#0,0
27,27,42,1,13,8,643@365#0,0
28,28,46,1,14,12,320@39#0,1
29,29,72,1,2,2,19@467#0,1
30,30,80,1,6,13,470@515#0,0
31,31,86,1,6,8,470@515#0,0
32,32,90,1,7,12,362@363#0,0
33,33,92,1,7,14,341@498#0,0
34,34,104,1,8,15,470@515#0,0
35,35,9,0,1,8,640@520#0,0
36,36,10,0,1,9,642@520#0,0
37,37,35,0,13,12,465@445#0,0
38,38,50,0,14,2,536@461#0,0
39,39,70,0,2,14,536@461#0,0
40,40,76,0,2,9,620@630#0,0
41,41,77,2,6,1,450@574#0,0
42,42,96,2,7,7,341@498#0,0
43,43,100,2,8,10,537@456#0,0
44,44,102,2,8,13,643@365#0,0
45,45,106,2,8,6,470@515#0,0
46,46,109,2,8,9,537@456#0,0
47,47,110,0,9,1,642@520#0,0
48,48,111,2,9,10,537@456#0,0
49,49,41,1,13,7,465@445#0,0
50,50,108,3,8,8,643@365#0,0
51,51,112,3,9,12,537@456#0,0
52,52,119,3,9,8,537@456#0,0
53,53,120,3,9,9,537@456#0,0
54,54,91,1,7,13,465@445#0,0
55,55,116,1,9,2,620@630#0,0
56,56,15,0,10,14,409@93#0,1
57,57,17,0,10,2,34@36#0,2
58,58,45,0,14,10,409@93#0,1
59,59,67,1,2,10,34@36#0,2
60,60,99,1,8,1,640@520#0,0
61,61,87,1,6,9,640@520#0,0
62,62,53,0,14,8,456@409#0,0
63,63,60.1,13,15,15,581@468#0,0
64,64,75,0,2,8,34@33#0 33@537#0 537@456#0,3
65,65,54,0,14,9,456@409#0,0
66,66,117,2,9,6,640@520#0,0
67,67,28,0,12,2,456@33#0 33@34#0,4
68,68,68,0,2,12,34@33#0 33@537#0 537@456#0,3
69,69,103,1,8,14,456@409#0,0
70,70,114,2,9,14,456@409#0,0
71,71,82.1,18,6,15,581@468#0,0
72,72,104.1,18,8,15,515@470#0,0
73,73,105,1,8,2,456@33#0 33@34#0,4
74,74,116.1,17,9,2,630@620#0,0
75,75,72.1,19,2,2,19@467#0,1
76,76,120.1,20,9,9,537@456#0,0
77,77,47,0,14,13,312@512#0 512@364#0 364@363#0 363@568#0,5
78,78,73,1,2,6,516@642#0 642@520#0 520@641#0,6
79,79,66.1,22,2,1,19@467#0,1
80,80,111.1,22,9,10,537@456#0,0
81,81,70.1,21,2,14,536@461#0,0
82,82,110.1,22,9,1,642@520#0,0
83,83,37,0,13,14,513@363#0 363@364#0 364@512#0 512@475#0,5
84,84,60.2,25,15,15,581@468#0,0
85,85,119.1,26,9,8,537@456#0,0
86,86,57,0,15,12,47@365#0 365@511#0,7
87,87,97,0,7,8,617@615#0 615@614#0 614@613#0,6
88,88,38.1,27,13,15,470@515#0,0
89,89,19,0,10,7,409@78#0 78@325#0 325@540#0 540@541#0,8
90,90,27,0,12,15,511@365#0 365@619#0 619@47#0,9
91,91,76.1,27,2,9,620@630#0,0
92,92,48.1,29,14,14,201@558#0,0
93,93,114.1,19,9,14,456@409#0,0
94,94,64.1,32,15,8,515@470#0,0
95,95,112.1,33,9,12,537@456#0,0
96,96,89,0,7,10,448@325#0 325@78#0 78@409#0,10
97,97,107,0,8,7,464@39#0 39@320#0 320@448#0,10
98,98,116.2,33,9,2,620@630#0,0
99,99,82.2,36,6,15,581@468#0,0
100,100,104.2,36,8,15,515@470#0,0
101,101,60.3,37,15,15,581@468#0,0
102,102,29,0,12,6,511@365#0 365@619#0 619@47#0 47@515#0,8
103,103,72.2,38,2,2,467@19#0,1
104,104,79,0,6,12,515@47#0 47@365#0 365@511#0,10
105,105,120.2,40,9,9,537@456#0,0
106,106,83,1,6,2,640@520#0 520@516#0 516@23#0,11
107,107,67.1,37,2,10,34@36#0,2
108,108,66.2,43,2,1,467@19#0,1
109,109,70.2,42,2,14,536@461#0,0
110,110,21.1,44,10,9,537@456#0,0
111,111,111.2,44,9,10,537@456#0,0
112,112,15.1,40,10,14,409@93#0,1
113,113,109.1,45,8,9,537@456#0,0
114,114,22,0,12,1,483@28#0 28@520#0,12
115,115,110.2,44,9,1,642@520#0,0
116,116,117.1,45,9,6,640@520#0,0
117,117,62.1,47,15,6,581@468#0,0
118,118,92.1,47,7,14,342@499#0,0
119,119,1,0,1,10,520@28#0 28@483#0 483@456#0,10
120,120,11,0,10,1,456@483#0 483@28#0 28@520#0,10
121,121,108.1,48,8,8,643@365#0,0
122,122,17.1,44,10,2,36@34#0,2
123,123,103.1,35,8,14,456@409#0,0
124,124,58.1,50,15,13,470@515#0,0
125,125,60.4,50,15,15,581@468#0,0
126,126,75.1,33,2,8,34@33#0 33@537#0 537@456#0,3
127,127,116.3,49,9,2,630@620#0,0
128,128,55,0,15,1,411@432#0 432@450#0,13
129,129,114.2,38,9,14,456@409#0,0
130,130,50.1,50,14,2,536@461#0,0
131,131,119.2,52,9,8,537@456#0,0
132,132,5,0,1,15,641@471#0,0
133,133,74,0,2,7,114@93#0 93@409#0 409@78#0 78@325#0 325@540#0 540@541#0,14
134,134,20.1,53,10,8,537@456#0,0
135,135,38.2,53,13,15,515@470#0,0
136,136,86.1,53,6,8,515@470#0,0
137,137,3,0,1,13,641@471#0,0
138,138,82.3,54,6,15,581@468#0,0
139,139,104.3,54,8,15,515@470#0,0
140,140,2,1,1,12,520@28#0 28@483#0,12
141,141,94,1,7,2,448@325#0 325@78#0 78@409#0 409@93#0 93@114#0,15
142,142,76.2,53,2,9,630@620#0,0
143,143,12.1,55,10,10,537@456#0,0
144,144,6.1,57,1,2,467@19#0,1
145,145,48.2,57,14,14,201@558#0,0
146,146,72.3,57,2,2,467@19#0,1
147,147,34,0,13,10,365@511#0 511@464#0 464@650#0 650@460#0 460@462#0 462@455#0 455@456#0,16
148,148,77.1,58,6,1,450@574#0,0
149,149,113,0,9,13,520@641#0 641@471#0,13
150,150,115,0,9,15,520@641#0 641@471#0,13
151,151,105.1,43,8,2,456@33#0 33@34#0,4
152,152,99.1,57,8,1,520@641#0,0
153,153,18,1,10,6,456@483#0 483@28#0 28@520#0 520@641#0,8
154,154,36.1,60,13,13,643@365#0,0
155,155,100.1,60,8,10,537@456#0,0
156,156,120.3,60,9,9,537@456#0,0
157,157,115.1,10,9,15,520@641#0 641@471#0,13
158,158,87.1,60,6,9,520@641#0,0
159,159,0.1,62,1,1,450@574#0,0
160,160,60.5,62,15,15,581@468#0,0
161,161,64.2,64,15,8,470@515#0,0
162,162,66.3,64,2,1,19@467#0,1
163,163,70.3,63,2,14,536@461#0,0
164,164,111.3,65,9,10,537@456#0,0
165,165,112.2,65,9,12,537@456#0,0
166,166,78,0,6,10,640@520#0 520@28#0 28@483#0 483@456#0,8
167,167,110.3,65,9,1,520@641#0,0
168,168,116.4,65,9,2,630@620#0,0
169,169,42.1,68,13,8,643@365#0,0
170,170,69,0,2,13,516@642#0 642@520#0 520@641#0 641@471#0,5
171,171,114.3,56,9,14,456@409#0,0
172,172,115.2,20,9,15,520@641#0 641@471#0,13
173,173,68.1,55,2,12,34@33#0 33@537#0 537@456#0,3
174,174,13.1,72,10,12,537@456#0,0
175,175,82.4,72,6,15,581@468#0,0
176,176,104.4,72,8,15,515@470#0,0
177,177,53.1,59,14,8,456@409#0,0
178,178,118,2,9,7,456@409#0 409@78#0 78@325#0 325@540#0 540@541#0,17
179,179,60.6,74,15,15,581@468#0,0
180,180,102.1,74,8,13,643@365#0,0
181,181,71,0,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
182,182,54.1,60,14,9,456@409#0,0
183,183,72.4,75,2,2,467@19#0,1
184,184,96.1,75,7,7,341@498#0,0
185,185,10.1,74,1,9,520@641#0,0
186,186,84.1,77,6,6,432@433#0,0
187,187,113.1,32,9,13,520@641#0 641@471#0,13
188,188,45.1,72,14,10,409@93#0,1
189,189,67.2,73,2,10,36@34#0,2
190,190,119.3,78,9,8,537@456#0,0
191,191,38.3,79,13,15,470@515#0,0
192,192,93,0,7,15,543@415#0 415@408#0 408@611#0 611@417#0 417@418#0 418@66#0 66@529#0 529@607#0 607@601#0,18
193,193,75.2,65,2,8,34@33#0 33@537#0 537@456#0,3
194,194,103.2,70,8,14,456@409#0,0
195,195,76.3,79,2,9,630@620#0,0
196,196,120.4,80,9,9,537@456#0,0
197,197,116.5,82,9,2,620@630#0,0
198,198,80.1,84,6,13,470@515#0,0
199,199,106.1,84,8,6,515@470#0,0
200,200,15.2,80,10,14,409@93#0,1
201,201,70.4,84,2,14,536@461#0,0
202,202,48.3,85,14,14,201@558#0,0
203,203,66.4,85,2,1,19@467#0,1
204,204,33,0,13,1,471@631#0 631@640#0,13
205,205,81,0,6,14,640@520#0 520@28#0 28@483#0 483@456#0 456@409#0,17
206,206,118.1,37,9,7,456@409#0 409@78#0 78@325#0 325@540#0 540@541#0,17
207,207,55.1,40,15,1,581@395#0 395@578#0 578@576#0 576@433#0 433@574#0,19
208,208,71.1,13,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
209,209,97.1,63,7,8,617@615#0 615@614#0 614@613#0,6
210,210,60.7,87,15,15,581@468#0,0
211,211,111.4,87,9,10,537@456#0,0
212,212,21.2,88,10,9,537@456#0,0
213,213,46.1,88,14,12,39@320#0,1
214,214,52.1,88,14,7,341@498#0,0
215,215,114.4,75,9,14,456@409#0,0
216,216,110.4,87,9,1,520@641#0,0
217,217,82.5,90,6,15,581@468#0,0
218,218,104.5,90,8,15,470@515#0,0
219,219,109.2,90,8,9,537@456#0,0
220,220,117.2,89,9,6,520@641#0,0
221,221,91.1,90,7,13,465@445#0,0
222,222,115.3,30,9,15,520@641#0 641@471#0,13
223,223,92.2,93,7,14,342@499#0,0
224,224,17.2,88,10,2,34@36#0,2
225,225,62.2,94,15,6,581@468#0,0
226,226,72.5,94,2,2,19@467#0,1
227,227,5.1,37,1,15,641@471#0,0
228,228,115.4,40,9,15,520@641#0 641@471#0,13
229,229,64.3,96,15,8,515@470#0,0
230,230,108.2,96,8,8,643@365#0,0
231,231,33.1,47,13,1,641@471#0,0
232,232,115.5,50,9,15,520@641#0 641@471#0,13
233,233,73.1,53,2,6,516@642#0 642@520#0 520@641#0,6
234,234,57.1,68,15,12,47@365#0 365@511#0,7
235,235,112.3,97,9,12,537@456#0,0
236,236,47.1,62,14,13,312@512#0 512@364#0 364@363#0 363@568#0,5
237,237,101.1,98,8,12,650@460#0,0
238,238,43,0,13,9,471@631#0 631@640#0 640@520#0,6
239,239,41.1,98,13,7,465@445#0,0
240,240,58.2,99,15,13,470@515#0,0
241,241,60.8,99,15,15,581@468#0,0
242,242,120.5,99,9,9,537@456#0,0
243,243,65.1,38,15,9,471@631#0 631@640#0 640@520#0,6
244,244,116.6,98,9,2,620@630#0,0
245,245,44,0,14,1,409@538#0 538@456#0 456@483#0 483@28#0 28@520#0,20
246,246,50.2,100,14,2,536@461#0,0
247,247,65,1,15,9,471@631#0 631@640#0 640@520#0,6
248,248,105.2,86,8,2,456@33#0 33@34#0,4
249,249,119.4,103,9,8,537@456#0,0
250,250,88,0,7,1,448@325#0 325@78#0 78@409#0 409@538#0 538@456#0 456@483#0 483@28#0 28@520#0,21
251,251,107.1,77,8,7,464@39#0 39@320#0 320@448#0,10
252,252,9.1,98,1,8,520@641#0,0
253,253,38.4,105,13,15,470@515#0,0
254,254,14,0,10,13,456@455#0 455@462#0 462@575#0 575@460#0 460@464#0 464@511#0 511@365#0,22
255,255,66.5,106,2,1,467@19#0,1
256,256,86.2,106,6,8,470@515#0,0
257,257,43.1,56,13,9,471@631#0 631@640#0 640@520#0,6
258,258,27.1,80,12,15,511@365#0 365@619#0 619@47#0,9
259,259,70.5,105,2,14,536@461#0,0
260,260,20.2,106,10,8,537@456#0,0
261,261,104.6,107,8,15,515@470#0,0
262,262,11.1,55,10,1,456@483#0 483@28#0 28@520#0,10
263,263,76.4,105,2,9,620@630#0,0
264,264,82.6,108,6,15,581@468#0,0
265,265,111.5,108,9,10,537@456#0,0
266,266,37.1,37,13,14,513@363#0 363@364#0 364@512#0 512@475#0,5
267,267,12.2,110,10,10,537@456#0,0
268,268,26.1,110,12,14,320@39#0,1
269,269,110.5,108,9,1,520@641#0,0
270,270,60.9,111,15,15,581@468#0,0
271,271,115.6,60,9,15,520@641#0 641@471#0,13
272,272,39,0,13,2,365@511#0 511@464#0 464@650#0 650@460#0 460@462#0 462@455#0 455@456#0 456@33#0 33@34#0,23
273,273,98,1,7,9,448@325#0 325@78#0 78@409#0 409@538#0 538@456#0,20
274,274,37.2,74,13,14,513@363#0 363@364#0 364@512#0 512@475#0,5
275,275,75.3,97,2,8,34@33#0 33@537#0 537@456#0,3
276,276,6.2,113,1,2,467@19#0,1
277,277,40.1,113,13,6,470@515#0,0
278,278,48.4,113,14,14,201@558#0,0
279,279,72.6,113,2,2,19@467#0,1
280,280,113.2,63,9,13,520@641#0 641@471#0,13
281,281,77.2,115,6,1,564@572#0,0
282,282,98.1,65,7,9,448@325#0 325@78#0 78@409#0 409@538#0 538@456#0,20
283,283,67.3,110,2,10,34@36#0,2
284,284,99.2,113,8,1,520@641#0,0
285,285,116.7,114,9,2,620@630#0,0
286,286,103.3,104,8,14,39@571#0,1
287,287,61,0,15,2,471@631#0 631@640#0 640@520#0 520@516#0 516@23#0,20
288,288,115.7,70,9,15,520@641#0 641@471#0,13
289,289,120.6,119,9,9,537@456#0,0
290,290,16,1,10,15,456@455#0 455@462#0 462@575#0 575@460#0 460@464#0 464@511#0 511@365#0 365@619#0 619@47#0,24
291,291,83.1,52,6,2,640@520#0 520@516#0 516@23#0,11
292,292,36.2,120,13,13,643@365#0,0
293,293,100.2,120,8,10,537@456#0,0
294,294,94.1,57,7,2,448@325#0 325@78#0 78@409#0 409@93#0 93@114#0,15
295,295,35.1,120,13,12,465@445#0,0
296,296,87.2,120,6,9,520@641#0,0
297,297,49,2,14,15,39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0,25
298,298,16.1,21,10,15,456@455#0 455@462#0 462@575#0 575@460#0 460@464#0 464@511#0 511@365#0 365@619#0 619@47#0,24
299,299,19.1,86,10,7,409@78#0 78@325#0 325@540#0 540@541#0,8
300,300,0.2,123,1,1,564@572#0,0
301,301,5.2,73,1,15,641@471#0,0
302,302,60.1,124,15,15,581@468#0,0
303,303,16.2,42,10,15,456@455#0 455@462#0 462@575#0 575@460#0 460@464#0 464@511#0 511@365#0 365@619#0 619@47#0,24
304,304,73.2,105,2,6,516@642#0 642@520#0 520@641#0,6
305,305,68.2,110,2,12,34@33#0 33@537#0 537@456#0,3
306,306,104.7,125,8,15,515@470#0,0
307,307,15.3,120,10,14,409@93#0,1
308,308,82.7,126,6,15,581@468#0,0
309,309,61.1,33,15,2,471@631#0 631@640#0 640@520#0 520@516#0 516@23#0,20
310,310,55.2,80,15,1,581@395#0 395@578#0 578@576#0 576@433#0 433@574#0,19
311,311,89.1,93,7,10,448@325#0 325@78#0 78@409#0,10
312,312,66.6,127,2,1,19@467#0,1
313,313,74.1,43,2,7,114@93#0 93@409#0 409@78#0 78@325#0 325@540#0 540@541#0,14
314,314,70.6,126,2,14,536@461#0,0
315,315,64.4,128,15,8,470@515#0,0
316,316,7.1,129,1,6,564@572#0,0
317,317,112.4,129,9,12,537@456#0,0
318,318,119.5,129,9,8,537@456#0,0
319,319,3.1,88,1,13,641@471#0,0
320,320,111.6,130,9,10,537@456#0,0
321,321,54.2,119,14,9,409@538#0 538@456#0,26
322,322,38.5,131,13,15,515@470#0,0
323,323,114.5,93,9,14,456@409#0,0
324,324,110.6,130,9,1,520@641#0,0
325,325,116.8,130,9,2,630@620#0,0
326,326,21.3,132,10,9,537@456#0,0
327,327,72.7,132,2,2,19@467#0,1
328,328,115.8,80,9,15,520@641#0 641@471#0,13
329,329,76.5,131,2,9,630@620#0,0
330,330,114.6,112,9,14,456@409#0,0
331,331,44.1,60,14,1,461@401#0 401@634#0 634@453#0 453@534#0 534@452#0 452@467#0,27
332,332,74.2,86,2,7,114@93#0 93@409#0 409@78#0 78@325#0 325@540#0 540@541#0,14
333,333,117.3,134,9,6,520@641#0,0
334,334,109.3,135,8,9,537@456#0,0
335,335,42.2,136,13,8,643@365#0,0
336,336,60.11,136,15,15,581@468#0,0
337,337,59,0,15,14,47@365#0 365@511#0 511@464#0 464@39#0,8
338,338,63,1,15,7,47@365#0 365@511#0 511@419#0 419@514#0 514@649#0,28
339,339,59.1,22,15,14,47@365#0 365@511#0 511@464#0 464@39#0,8
340,340,53.2,117,14,8,409@538#0 538@456#0,26
341,341,17.3,132,10,2,34@36#0,2
342,342,120.7,138,9,9,537@456#0,0
343,343,32.1,139,12,9,537@456#0,0
344,344,92.3,139,7,14,341@498#0,0
345,345,83.2,103,6,2,640@520#0 520@516#0 516@23#0,11
346,346,48.5,141,14,14,201@558#0,0
347,347,62.3,141,15,6,581@468#0,0
348,348,51,0,14,6,409@538#0 538@456#0 456@483#0 483@28#0 28@520#0 520@641#0,25
349,349,49.2,39,14,15,39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0,25
350,350,115.9,90,9,15,520@641#0 641@471#0,13
351,351,33.2,93,13,1,641@471#0,0
352,352,37.3,111,13,14,513@363#0 363@364#0 364@512#0 512@475#0,5
353,353,75.4,129,2,8,34@33#0 33@537#0 537@456#0,3
354,354,104.8,143,8,15,470@515#0,0
355,355,61.2,66,15,2,471@631#0 631@640#0 640@520#0 520@516#0 516@23#0,20
356,356,105.3,129,8,2,456@33#0 33@34#0,4
357,357,114.7,130,9,14,456@409#0,0
358,358,82.8,144,6,15,581@468#0,0
359,359,90.1,144,7,12,363@362#0,0
360,360,108.3,144,8,8,643@365#0,0
361,361,59.2,44,15,14,47@365#0 365@511#0 511@464#0 464@39#0,8
362,362,13.2,144,10,12,537@456#0,0
363,363,56,0,15,10,47@365#0 365@511#0 511@464#0 464@650#0 650@460#0 460@462#0 462@455#0 455@456#0,29
364,364,85,0,6,7,515@47#0 47@365#0 365@511#0 511@419#0 419@514#0 514@649#0,25
365,365,97.2,125,7,8,617@615#0 615@614#0 614@613#0,6
366,366,102.2,147,8,13,643@365#0,0
367,367,49.1,20,14,15,39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0,25
368,368,63.1,45,15,7,47@365#0 365@511#0 511@419#0 419@514#0 514@649#0,28
369,369,116.9,146,9,2,620@630#0,0
370,370,70.7,147,2,14,536@461#0,0
371,371,58.3,148,15,13,515@470#0,0
372,372,60.12,148,15,15,581@468#0,0
373,373,66.7,148,2,1,467@19#0,1
374,374,59.3,65,15,14,47@365#0 365@511#0 511@464#0 464@39#0,8
375,375,34.1,67,13,10,365@511#0 511@464#0 464@650#0 650@460#0 460@462#0 462@455#0 455@456#0,16
376,376,45.2,144,14,10,409@93#0,1
377,377,10.2,147,1,9,520@641#0,0
378,378,72.8,150,2,2,19@467#0,1
379,379,96.2,150,7,7,342@499#0,0
380,380,67.4,146,2,10,36@34#0,2
381,381,111.7,151,9,10,537@456#0,0
382,382,71.2,25,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
383,383,71.3,37,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
384,384,50.3,150,14,2,536@461#0,0
385,385,49.4,77,14,15,39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0,25
386,386,78.1,80,6,10,640@520#0 520@28#0 28@483#0 483@456#0,8
387,387,110.7,151,9,1,520@641#0,0
388,388,4,0,1,14,467@452#0 452@453#1 453@401#0 401@536#0,5
389,389,113.3,96,9,13,520@641#0 641@471#0,13
390,390,84.2,154,6,6,432@433#0,0
391,391,49.3,58,14,15,39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0,25
392,392,103.4,139,8,14,39@571#0,1
393,393,119.6,155,9,8,537@456#0,0
394,394,69.2,61,2,13,516@642#0 642@520#0 520@641#0 641@471#0,5
395,395,38.6,157,13,15,515@470#0,0
396,396,120.8,158,9,9,537@456#0,0
397,397,56.1,50,15,10,47@365#0 365@511#0 511@464#0 464@650#0 650@460#0 460@462#0 462@455#0 455@456#0,29
398,398,20.3,159,10,8,537@456#0,0
399,399,86.3,159,6,8,470@515#0,0
400,400,69.1,31,2,13,516@642#0 642@520#0 520@641#0 641@471#0,5
401,401,71.4,50,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
402,402,76.6,157,2,9,620@630#0,0
403,403,64.5,160,15,8,515@470#0,0
404,404,60.13,161,15,15,581@468#0,0
405,405,104.9,161,8,15,515@470#0,0
406,406,112.5,161,9,12,537@456#0,0
407,407,71.5,62,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
408,408,114.8,149,9,14,456@409#0,0
409,409,82.9,162,6,15,581@468#0,0
410,410,93.2,46,7,15,543@415#0 415@408#0 408@611#0 611@417#0 417@418#0 418@66#0 66@529#0 529@607#0 607@601#0,18
411,411,115.1,101,9,15,520@641#0 641@471#0,13
412,412,8,3,1,7,520@28#0 28@483#0 483@456#0 456@409#0 409@78#0 78@325#0 325@540#0 540@541#0,30
413,413,71.6,74,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
414,414,12.3,164,10,10,537@456#0,0
415,415,116.1,163,9,2,630@620#0,0
416,416,93.1,23,7,15,543@415#0 415@408#0 408@611#0 611@417#0 417@418#0 418@66#0 66@529#0 529@607#0 607@601#0,18
417,417,69.3,91,2,13,516@642#0 642@520#0 520@641#0 641@471#0,5
418,418,11.2,110,10,1,456@483#0 483@28#0 28@520#0,10
419,419,15.4,160,10,14,409@93#0,1
420,420,71.7,87,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
421,421,80.2,168,6,13,470@515#0,0
422,422,106.2,168,8,6,470@515#0,0
423,423,81.1,42,6,14,640@520#0 520@28#0 28@483#0 483@456#0 456@409#0,17
424,424,118.3,110,9,7,456@409#0 409@78#0 78@325#0 325@540#0 540@541#0,17
425,425,55.3,120,15,1,581@395#0 395@578#0 578@576#0 576@433#0 433@574#0,19
426,426,70.8,168,2,14,536@461#0,0
427,427,6.3,169,1,2,467@19#0,1
428,428,48.6,169,14,14,342@499#0,0
429,429,66.8,169,2,1,467@19#0,1
430,430,115.11,111,9,15,520@641#0 641@471#0,13
431,431,72.9,170,2,2,467@19#0,1
432,432,18.1,95,10,6,456@483#0 483@28#0 28@520#0 520@641#0,8
433,433,99.3,169,8,1,520@641#0,0
434,434,93.3,69,7,15,543@415#0 415@408#0 408@611#0 611@417#0 417@418#0 418@66#0 66@529#0 529@607#0 607@601#0,18
435,435,5.3,114,1,15,641@471#0,0
436,436,77.3,172,6,1,450@574#0,0
437,437,118.2,73,9,7,456@409#0 409@78#0 78@325#0 325@540#0 540@541#0,17
438,438,115.12,120,9,15,520@641#0 641@471#0,13
439,439,60.14,173,15,15,581@468#0,0
440,440,81.2,85,6,14,640@520#0 520@28#0 28@483#0 483@456#0 456@409#0,17
441,441,75.5,161,2,8,34@33#0 33@537#0 537@456#0,3
442,442,110.8,173,9,1,520@641#0,0
443,443,111.8,175,9,10,537@456#0,0
444,444,21.4,176,10,9,537@456#0,0
445,445,46.2,176,14,12,320@39#0,1
446,446,52.2,176,14,7,342@499#0,0
447,447,120.9,178,9,9,537@456#0,0
448,448,104.1,179,8,15,470@515#0,0
449,449,93.4,92,7,15,543@415#0 415@408#0 408@611#0 611@417#0 417@418#0 418@66#0 66@529#0 529@607#0 607@601#0,18
450,450,117.4,178,9,6,520@641#0,0
451,451,36.3,180,13,13,643@365#0,0
452,452,82.1,180,6,15,581@468#0,0
453,453,100.3,180,8,10,537@456#0,0
454,454,68.3,164,2,12,34@33#0 33@537#0 537@456#0,3
455,455,116.11,179,9,2,620@630#0,0
456,456,91.2,180,7,13,465@445#0,0
457,457,109.4,180,8,9,537@456#0,0
458,458,119.7,181,9,8,537@456#0,0
459,459,17.4,176,10,2,36@34#0,2
460,460,87.3,180,6,9,520@641#0,0
461,461,71.8,99,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
462,462,114.9,168,9,14,456@409#0,0
463,463,1.1,125,1,10,520@28#0 28@483#0 483@456#0,10
464,464,38.7,183,13,15,470@515#0,0
465,465,0.3,184,1,1,450@574#0,0
466,466,57.2,136,15,12,47@365#0 365@511#0,7
467,467,28.1,172,12,2,456@33#0 33@34#0,4
468,468,76.7,183,2,9,630@620#0,0
469,469,60.15,185,15,15,581@468#0,0
470,470,92.4,185,7,14,342@499#0,0
471,471,107.2,154,8,7,464@39#0 39@320#0 320@448#0,10
472,472,73.3,157,2,6,516@642#0 642@520#0 520@641#0,6
473,473,105.4,173,8,2,456@33#0 33@34#0,4
474,474,67.5,182,2,10,36@34#0,2
475,475,47.2,123,14,13,312@512#0 512@364#0 364@363#0 363@568#0,5
476,476,115.13,130,9,15,520@641#0 641@471#0,13
477,477,53.3,175,14,8,409@538#0 538@456#0,26
478,478,62.4,188,15,6,581@468#0,0
479,479,72.1,188,2,2,467@19#0,1
480,480,113.4,125,9,13,520@641#0 641@471#0,13
481,481,27.2,160,12,15,511@365#0 365@619#0 619@47#0,9
482,482,103.5,174,8,14,39@571#0,1
483,483,23.1,190,12,10,537@456#0,0
484,484,66.9,190,2,1,19@467#0,1
485,485,95,0,7,6,448@320#0 320@39#0 39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0 47@515#0,31
486,486,14.1,65,10,13,456@455#0 455@462#0 462@575#0 575@460#0 460@464#0 464@511#0 511@365#0,22
487,487,70.9,189,2,14,536@461#0,0
488,488,118.4,146,9,7,456@409#0 409@78#0 78@325#0 325@540#0 540@541#0,17
489,489,64.6,192,15,8,515@470#0,0
490,490,108.4,192,8,8,643@365#0,0
491,491,65.2,75,15,9,471@631#0 631@640#0 640@520#0,6
492,492,33.3,139,13,1,641@471#0,0
493,493,54.3,178,14,9,409@538#0 538@456#0,26
494,494,112.6,193,9,12,537@456#0,0
495,495,88.1,59,7,1,448@325#0 325@78#0 78@409#0 409@538#0 538@456#0 456@483#0 483@28#0 28@520#0,21
496,496,43.2,111,13,9,471@631#0 631@640#0 640@520#0,6
497,497,101.2,195,8,12,650@460#0,0
498,498,111.9,195,9,10,537@456#0,0
499,499,65.3,113,15,9,471@631#0 631@640#0 640@520#0,6
500,500,14.2,129,10,13,456@455#0 455@462#0 462@575#0 575@460#0 460@464#0 464@511#0 511@365#0,22
501,501,41.2,195,13,7,465@445#0,0
502,502,116.12,195,9,2,620@630#0,0
503,503,48.7,197,14,14,342@499#0,0
504,504,104.11,197,8,15,515@470#0,0
505,505,120.1,197,9,9,537@456#0,0
506,506,39.1,44,13,2,365@511#0 511@464#0 464@650#0 650@460#0 460@462#0 462@455#0 455@456#0 456@33#0 33@34#0,23
