,Unnamed: 0,id,depart,fromTaz,toTaz,route,cluster
2823,2823,39.22,955,13,2,471@631#0 631@640#0 640@520#0 520@516#0 516@23#0,20
2824,2824,58.21,1036,15,13,470@515#0,0
2825,2825,60.84,1036,15,15,581@468#0,0
2826,2826,85.15,871,6,7,515@47#0 47@365#0 365@511#0 511@419#0 419@514#0 514@649#0,25
2827,2827,115.98,978,9,15,520@641#0 641@471#0,13
2828,2828,114.55,1021,9,14,456@409#0,0
2829,2829,110.48,1035,9,1,520@641#0,0
2830,2830,12.19,1037,10,10,537@456#0,0
2831,2831,0.17,1038,1,1,450@574#0,0
2832,2832,82.58,1039,6,15,581@468#0,0
2833,2833,115.99,988,9,15,520@641#0 641@471#0,13
2834,2834,116.64,1038,9,2,630@620#0,0
2835,2835,51.9,900,14,6,409@538#0 538@456#0 456@483#0 483@28#0 28@520#0 520@641#0,25
2836,2836,48.37,1041,14,14,201@558#0,0
2837,2837,94.17,957,7,2,448@325#0 325@78#0 78@409#0 409@93#0 93@114#0,15
2838,2838,59.43,927,15,14,47@365#0 365@511#0 511@464#0 464@39#0,8
2839,2839,71.76,934,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
2840,2840,120.53,1043,9,9,537@456#0,0
2841,2841,18.1,953,10,6,456@483#0 483@28#0 28@520#0 520@641#0,8
2842,2842,11.18,982,10,1,456@483#0 483@28#0 28@520#0,10
2843,2843,38.4,1044,13,15,515@470#0,0
2844,2844,74.23,986,2,7,114@93#0 93@409#0 409@78#0 78@325#0 325@540#0 540@541#0,14
2845,2845,28.6,1029,12,2,456@33#0 33@34#0,4
2846,2846,75.32,1029,2,8,34@33#0 33@537#0 537@456#0,3
2847,2847,15.26,1040,10,14,409@93#0,1
2848,2848,76.4,1044,2,9,630@620#0,0
2849,2849,49.49,934,14,15,39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0,25
2850,2850,69.31,938,2,13,516@642#0 642@520#0 520@641#0 641@471#0,5
2851,2851,59.44,949,15,14,47@365#0 365@511#0 511@464#0 464@39#0,8
2852,2852,69.32,969,2,13,516@642#0 642@520#0 520@641#0 641@471#0,5
2853,2853,105.24,1030,8,2,456@33#0 33@34#0,4
2854,2854,59.42,906,15,14,47@365#0 365@511#0 511@464#0 464@39#0,8
2855,2855,56.19,937,15,10,47@365#0 365@511#0 511@464#0 464@650#0 650@460#0 460@462#0 462@455#0 455@456#0,29
2856,2856,78.12,960,6,10,640@520#0 520@28#0 28@483#0 483@456#0,8
2857,2857,60.85,1048,15,15,581@468#0,0
2858,2858,89.11,1016,7,10,448@325#0 325@78#0 78@409#0,10
2859,2859,70.5,1047,2,14,536@461#0,0
2860,2860,71.78,959,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
2861,2861,59.45,971,15,14,47@365#0 365@511#0 511@464#0 464@39#0,8
2862,2862,72.56,1050,2,2,19@467#0,1
2863,2863,96.14,1050,7,7,342@499#0,0
2864,2864,49.5,953,14,15,39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0,25
2865,2865,85.16,930,6,7,515@47#0 47@365#0 365@511#0 511@419#0 419@514#0 514@649#0,25
2866,2866,55.25,1000,15,1,411@432#0 432@450#0,13
2867,2867,50.21,1050,14,2,536@461#0,0
2868,2868,64.33,1052,15,8,470@515#0,0
2869,2869,104.59,1052,8,15,515@470#0,0
2870,2870,56.18,888,15,10,47@365#0 365@511#0 511@464#0 464@650#0 650@460#0 460@462#0 462@455#0 455@456#0,29
2871,2871,103.3,1039,8,14,39@571#0,1
2872,2872,114.56,1040,9,14,456@409#0,0
2873,2873,66.5,1053,2,1,19@467#0,1
2874,2874,113.32,995,9,13,520@641#0 641@471#0,13
2875,2875,68.19,1037,2,12,34@33#0 33@537#0 537@456#0,3
2876,2876,21.24,1054,10,9,537@456#0,0
2877,2877,46.12,1054,14,12,39@320#0,1
2878,2878,52.12,1054,14,7,341@498#0,0
2879,2879,56.2,987,15,10,47@365#0 365@511#0 511@464#0 464@650#0 650@460#0 460@462#0 462@455#0 455@456#0,29
2880,2880,119.41,1055,9,8,537@456#0,0
2881,2881,49.48,915,14,15,39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0,25
2882,2882,108.22,1056,8,8,643@365#0,0
2883,2883,116.65,1055,9,2,630@620#0,0
2884,2884,82.59,1057,6,15,581@468#0,0
2885,2885,111.49,1057,9,10,537@456#0,0
2886,2886,71.75,922,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
2887,2887,81.23,952,6,14,640@520#0 520@28#0 28@483#0 483@456#0 456@409#0,17
2888,2888,49.51,972,14,15,39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0,25
2889,2889,71.79,971,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
2890,2890,53.18,1046,14,8,409@538#0 538@456#0,26
2891,2891,110.49,1057,9,1,520@641#0,0
2892,2892,20.2,1059,10,8,537@456#0,0
2893,2893,31.5,1059,12,8,650@460#0,0
2894,2894,86.2,1059,6,8,515@470#0,0
2895,2895,71.77,947,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
2896,2896,1.8,997,1,10,520@28#0 28@483#0 483@456#0,10
2897,2897,34.14,934,13,10,513@363#0 363@364#0 364@512#0 512@312#0 312@448#0 448@325#0 325@78#0 78@409#0,33
2898,2898,71.8,983,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
2899,2899,57.15,1019,15,12,47@365#0 365@511#0,7
2900,2900,17.24,1054,10,2,34@36#0,2
2901,2901,60.86,1061,15,15,581@468#0,0
2902,2902,112.33,1061,9,12,537@456#0,0
2903,2903,115.1,999,9,15,520@641#0 641@471#0,13
2904,2904,92.23,1062,7,14,342@499#0,0
2905,2905,67.29,1055,2,10,34@36#0,2
2906,2906,120.54,1063,9,9,537@456#0,0
2907,2907,93.41,941,7,15,543@415#0 415@408#0 408@611#0 611@417#0 417@418#0 418@66#0 66@529#0 529@607#0 607@601#0,18
2908,2908,118.27,982,9,7,456@409#0 409@78#0 78@325#0 325@540#0 540@541#0,17
2909,2909,71.81,996,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
2910,2910,69.33,999,2,13,516@642#0 642@520#0 520@641#0 641@471#0,5
2911,2911,93.42,964,7,15,543@415#0 415@408#0 408@611#0 611@417#0 417@418#0 418@66#0 66@529#0 529@607#0 607@601#0,18
2912,2912,115.101,1008,9,15,520@641#0 641@471#0,13
2913,2913,117.24,1067,9,6,520@641#0,0
2914,2914,70.51,1068,2,14,536@461#0,0
2915,2915,6.19,1069,1,2,467@19#0,1
2916,2916,48.38,1069,14,14,201@558#0,0
2917,2917,72.57,1069,2,2,19@467#0,1
2918,2918,33.22,1016,13,1,641@471#0,0
2919,2919,5.28,1019,1,15,641@471#0,0
2920,2920,38.41,1070,13,15,515@470#0,0
2921,2921,104.6,1070,8,15,470@515#0,0
2922,2922,19.12,1029,10,7,409@78#0 78@325#0 325@540#0 540@541#0,8
2923,2923,101.11,1071,8,12,650@460#0,0
2924,2924,93.4,918,7,15,543@415#0 415@408#0 408@611#0 611@417#0 417@418#0 418@66#0 66@529#0 529@607#0 607@601#0,18
2925,2925,99.19,1069,8,1,520@641#0,0
2926,2926,76.41,1070,2,9,620@630#0,0
2927,2927,41.11,1071,13,7,465@445#0,0
2928,2928,9.11,1071,1,8,520@641#0,0
2929,2929,116.66,1071,9,2,630@620#0,0
2930,2930,60.87,1073,15,15,581@468#0,0
2931,2931,84.14,1073,6,6,432@433#0,0
2932,2932,93.43,986,7,15,543@415#0 415@408#0 408@611#0 611@417#0 417@418#0 418@66#0 66@529#0 529@607#0 607@601#0,18
2933,2933,114.57,1058,9,14,456@409#0,0
2934,2934,66.51,1074,2,1,19@467#0,1
2935,2935,54.18,1063,14,9,409@538#0 538@456#0,26
2936,2936,82.6,1075,6,15,581@468#0,0
2937,2937,115.102,1018,9,15,520@641#0 641@471#0,13
2938,2938,118.28,1019,9,7,456@409#0 409@78#0 78@325#0 325@540#0 540@541#0,17
2939,2939,75.33,1061,2,8,34@33#0 33@537#0 537@456#0,3
2940,2940,62.23,1076,15,6,581@468#0,0
2941,2941,113.33,1025,9,13,520@641#0 641@471#0,13
2942,2942,111.5,1078,9,10,537@456#0,0
2943,2943,71.82,1008,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
2944,2944,110.5,1078,9,1,520@641#0,0
2945,2945,13.15,1080,10,12,537@456#0,0
2946,2946,36.18,1080,13,13,643@365#0,0
2947,2947,100.18,1080,8,10,537@456#0,0
2948,2948,109.24,1080,8,9,537@456#0,0
2949,2949,27.13,1040,12,15,511@365#0 365@619#0 619@47#0,9
2950,2950,97.17,1056,7,8,617@615#0 615@614#0 614@613#0,6
2951,2951,35.9,1080,13,12,465@445#0,0
2952,2952,119.42,1081,9,8,537@456#0,0
2953,2953,87.18,1080,6,9,520@641#0,0
2954,2954,91.12,1080,7,13,465@445#0,0
2955,2955,120.55,1082,9,9,537@456#0,0
2956,2956,64.34,1084,15,8,515@470#0,0
2957,2957,8.9,926,1,7,520@28#0 28@483#0 483@456#0 456@409#0 409@78#0 78@325#0 325@540#0 540@541#0,30
2958,2958,81.24,994,6,14,640@520#0 520@28#0 28@483#0 483@456#0 456@409#0,17
2959,2959,15.27,1080,10,14,409@93#0,1
2960,2960,58.22,1085,15,13,515@470#0,0
2961,2961,60.88,1085,15,15,581@468#0,0
2962,2962,45.15,1080,14,10,409@93#0,1
2963,2963,77.19,1086,6,1,450@574#0,0
2964,2964,73.2,1044,2,6,516@642#0 642@520#0 520@641#0,6
2965,2965,42.16,1087,13,8,643@365#0,0
2966,2966,47.17,1038,14,13,312@512#0 512@364#0 364@363#0 363@568#0,5
2967,2967,115.104,1038,9,15,520@641#0 641@471#0,13
2968,2968,55.26,1040,15,1,581@395#0 395@578#0 578@576#0 576@433#0 433@574#0,19
2969,2969,72.58,1088,2,2,19@467#0,1
2970,2970,104.61,1088,8,15,515@470#0,0
2971,2971,115.103,1028,9,15,520@641#0 641@471#0,13
2972,2972,11.19,1037,10,1,456@483#0 483@28#0 28@520#0,10
2973,2973,103.31,1074,8,14,39@571#0,1
2974,2974,116.67,1087,9,2,620@630#0,0
2975,2975,80.13,1089,6,13,515@470#0,0
2976,2976,106.13,1089,8,6,515@470#0,0
2977,2977,65.26,975,15,9,471@631#0 631@640#0 640@520#0,6
2978,2978,105.25,1072,8,2,456@33#0 33@34#0,4
2979,2979,114.58,1077,9,14,456@409#0,0
2980,2980,70.52,1089,2,14,536@461#0,0
2981,2981,12.2,1091,10,10,537@456#0,0
2982,2982,26.1,1091,12,14,320@39#0,1
2983,2983,95.12,920,7,6,448@320#0 320@39#0 39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0 47@515#0,31
2984,2984,82.61,1093,6,15,581@468#0,0
2985,2985,112.34,1093,9,12,537@456#0,0
2986,2986,66.52,1095,2,1,467@19#0,1
2987,2987,67.3,1091,2,10,36@34#0,2
2988,2988,38.42,1096,13,15,515@470#0,0
2989,2989,88.16,930,7,1,448@325#0 325@78#0 78@409#0 409@538#0 538@456#0 456@483#0 483@28#0 28@520#0,21
2990,2990,48.39,1097,14,14,201@558#0,0
2991,2991,76.42,1096,2,9,620@630#0,0
2992,2992,21.25,1098,10,9,537@456#0,0
2993,2993,60.89,1098,15,15,581@468#0,0
2994,2994,88.17,988,7,1,448@325#0 325@78#0 78@409#0 409@538#0 538@456#0 456@483#0 483@28#0 28@520#0,21
2995,2995,37.29,1066,13,14,513@363#0 363@364#0 364@512#0 512@475#0,5
2996,2996,0.18,1099,1,1,450@574#0,0
2997,2997,43.18,997,13,9,471@631#0 631@640#0 640@520#0,6
2998,2998,65.27,1013,15,9,471@631#0 631@640#0 640@520#0,6
2999,2999,111.51,1100,9,10,537@456#0,0
3000,3000,37.28,1029,13,14,513@363#0 363@364#0 364@512#0 512@475#0,5
3001,3001,98.16,1029,7,9,448@325#0 325@78#0 78@409#0 409@538#0 538@456#0,20
3002,3002,107.14,1073,8,7,464@39#0 39@320#0 320@448#0,10
3003,3003,110.51,1100,9,1,520@641#0,0
3004,3004,120.56,1102,9,9,537@456#0,0
3005,3005,50.22,1100,14,2,536@461#0,0
3006,3006,102.15,1103,8,13,643@365#0,0
3007,3007,17.25,1098,10,2,34@36#0,2
3008,3008,108.23,1104,8,8,643@365#0,0
3009,3009,4.15,982,1,14,467@452#0 452@453#0 453@401#0 401@536#0,5
3010,3010,75.34,1093,2,8,34@33#0 33@537#0 537@456#0,3
3011,3011,10.15,1103,1,9,520@641#0,0
3012,3012,116.68,1103,9,2,630@620#0,0
3013,3013,104.62,1105,8,15,515@470#0,0
3014,3014,68.2,1091,2,12,34@33#0 33@537#0 537@456#0,3
3015,3015,119.43,1106,9,8,537@456#0,0
3016,3016,83.2,1029,6,2,640@520#0 520@516#0 516@23#0,11
3017,3017,65.28,1051,15,9,471@631#0 631@640#0 640@520#0,6
3018,3018,72.59,1107,2,2,467@19#0,1
3019,3019,94.18,1013,7,2,448@325#0 325@78#0 78@409#0 409@93#0 93@114#0,15
3020,3020,3.12,1054,1,13,641@471#0,0
3021,3021,92.24,1108,7,14,342@499#0,0
3022,3022,14.16,1029,10,13,409@78#0 78@325#0 325@540#0 540@541#0 541@448#0 448@312#0 312@512#0 512@364#0 364@363#0 363@568#0,34
3023,3023,115.105,1048,9,15,520@641#0 641@471#0,13
3024,3024,32.8,1108,12,9,537@456#0,0
3025,3025,16.49,1014,10,15,456@455#0 455@462#0 462@575#0 575@460#0 460@464#0 464@511#0 511@365#0 365@619#0 619@47#0,24
3026,3026,113.34,1056,9,13,520@641#0 641@471#0,13
3027,3027,25.4,1108,12,13,465@445#0,0
3028,3028,60.9,1110,15,15,581@468#0,0
3029,3029,63.21,945,15,7,592@603#0 603@607#0 607@527#0 527@66#0 66@418#0 418@417#0 417@408#0 408@415#0 415@444#0,18
3030,3030,4.16,1048,1,14,467@452#0 452@453#0 453@401#0 401@536#0,5
3031,3031,5.29,1055,1,15,641@471#0,0
3032,3032,82.62,1111,6,15,581@468#0,0
3033,3033,61.3,982,15,2,471@631#0 631@640#0 640@520#0 520@516#0 516@23#0,20
3034,3034,33.23,1062,13,1,641@471#0,0
3035,3035,70.53,1110,2,14,536@461#0,0
3036,3036,20.21,1112,10,8,537@456#0,0
3037,3037,86.21,1112,6,8,470@515#0,0
3038,3038,16.47,973,10,15,456@455#0 455@462#0 462@575#0 575@460#0 460@464#0 464@511#0 511@365#0 365@619#0 619@47#0,24
3039,3039,43.19,1053,13,9,471@631#0 631@640#0 640@520#0,6
3040,3040,117.25,1112,9,6,520@641#0,0
3041,3041,73.21,1096,2,6,516@642#0 642@520#0 520@641#0,6
3042,3042,57.16,1087,15,12,47@365#0 365@511#0,7
3043,3043,64.35,1116,15,8,470@515#0,0
3044,3044,66.53,1116,2,1,467@19#0,1
3045,3045,16.48,994,10,15,456@455#0 455@462#0 462@575#0 575@460#0 460@464#0 464@511#0 511@365#0 365@619#0 619@47#0,24
3046,3046,115.106,1058,9,15,520@641#0 641@471#0,13
3047,3047,53.19,1104,14,8,409@538#0 538@456#0,26
3048,3048,16.5,1035,10,15,456@455#0 455@462#0 462@575#0 575@460#0 460@464#0 464@511#0 511@365#0 365@619#0 619@47#0,24
3049,3049,83.21,1080,6,2,640@520#0 520@516#0 516@23#0,11
3050,3050,49.52,991,14,15,39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0,25
3051,3051,74.24,1029,2,7,114@93#0 93@409#0 409@78#0 78@325#0 325@540#0 540@541#0,14
3052,3052,47.18,1099,14,13,312@512#0 512@364#0 364@363#0 363@568#0,5
3053,3053,39.23,998,13,2,471@631#0 631@640#0 640@520#0 520@516#0 516@23#0,20
3054,3054,103.32,1108,8,14,39@571#0,1
3055,3055,116.69,1119,9,2,630@620#0,0
3056,3056,111.52,1121,9,10,537@456#0,0
3057,3057,38.43,1122,13,15,515@470#0,0
3058,3058,60.91,1122,15,15,581@468#0,0
3059,3059,120.57,1122,9,9,537@456#0,0
3060,3060,114.59,1095,9,14,456@409#0,0
3061,3061,110.52,1121,9,1,520@641#0,0
3062,3062,62.24,1123,15,6,581@468#0,0
3063,3063,104.63,1123,8,15,515@470#0,0
3064,3064,115.107,1068,9,15,520@641#0 641@471#0,13
3065,3065,76.43,1122,2,9,620@630#0,0
3066,3066,34.15,1000,13,10,513@363#0 363@364#0 364@512#0 512@312#0 312@448#0 448@325#0 325@78#0 78@409#0,33
3067,3067,94.19,1069,7,2,448@325#0 325@78#0 78@409#0 409@93#0 93@114#0,15
3068,3068,6.2,1125,1,2,19@467#0,1
3069,3069,40.1,1125,13,6,515@470#0,0
3070,3070,48.4,1125,14,14,201@558#0,0
3071,3071,72.6,1125,2,2,467@19#0,1
3072,3072,96.15,1125,7,7,342@499#0,0
3073,3073,109.25,1125,8,9,537@456#0,0
3074,3074,112.35,1125,9,12,537@456#0,0
3075,3075,15.28,1120,10,14,409@93#0,1
3076,3076,44.17,1004,14,1,461@401#0 401@634#0 634@453#0 453@534#0 534@452#0 452@467#0,27
3077,3077,61.32,1048,15,2,471@631#0 631@640#0 640@520#0 520@516#0 516@23#0,20
3078,3078,44.18,1063,14,1,461@401#0 401@634#0 634@453#0 453@534#0 534@452#0 452@467#0,27
3079,3079,114.6,1114,9,14,456@409#0,0
3080,3080,74.25,1072,2,7,114@93#0 93@409#0 409@78#0 78@325#0 325@540#0 540@541#0,14
3081,3081,37.3,1103,13,14,513@363#0 363@364#0 364@512#0 512@475#0,5
3082,3082,99.2,1125,8,1,520@641#0,0
3083,3083,63.22,990,15,7,47@365#0 365@511#0 511@419#0 419@514#0 514@649#0,28
3084,3084,59.46,992,15,14,47@365#0 365@511#0 511@464#0 464@39#0,8
3085,3085,61.31,1015,15,2,471@631#0 631@640#0 640@520#0 520@516#0 516@23#0,20
3086,3086,82.63,1129,6,15,581@468#0,0
3087,3087,59.47,1014,15,14,47@365#0 365@511#0 511@464#0 464@39#0,8
3088,3088,105.26,1115,8,2,456@33#0 33@34#0,4
3089,3089,51.1,1001,14,6,409@538#0 538@456#0 456@483#0 483@28#0 28@520#0 520@641#0,25
3090,3090,59.48,1035,15,14,47@365#0 365@511#0 511@464#0 464@39#0,8
3091,3091,119.44,1132,9,8,537@456#0,0
3092,3092,63.23,1035,15,7,47@365#0 365@511#0 511@419#0 419@514#0 514@649#0,28
3093,3093,54.19,1122,14,9,409@538#0 538@456#0,26
3094,3094,67.31,1128,2,10,36@34#0,2
3095,3095,70.54,1131,2,14,536@461#0,0
3096,3096,18.11,1046,10,6,456@483#0 483@28#0 28@520#0 520@641#0,8
3097,3097,56.21,1036,15,10,47@365#0 365@511#0 511@464#0 464@650#0 650@460#0 460@462#0 462@455#0 455@456#0,29
3098,3098,55.27,1080,15,1,411@432#0 432@450#0,13
3099,3099,58.23,1135,15,13,470@515#0,0
3100,3100,60.92,1135,15,15,581@468#0,0
3101,3101,29.3,1080,12,6,511@365#0 365@619#0 619@47#0 47@515#0,8
3102,3102,71.85,1045,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
3103,3103,75.35,1125,2,8,34@33#0 33@537#0 537@456#0,3
3104,3104,23.6,1137,12,10,537@456#0,0
3105,3105,66.54,1137,2,1,467@19#0,1
3106,3106,115.108,1077,9,15,520@641#0 641@471#0,13
3107,3107,11.2,1091,10,1,456@483#0 483@28#0 28@520#0,10
3108,3108,116.7,1136,9,2,630@620#0,0
3109,3109,49.55,1048,14,15,39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0,25
3110,3110,71.83,1020,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
3111,3111,36.19,1140,13,13,643@365#0,0
3112,3112,100.19,1140,8,10,537@456#0,0
3113,3113,69.34,1029,2,13,516@642#0 642@520#0 520@641#0 641@471#0,5
3114,3114,104.64,1141,8,15,470@515#0,0
3115,3115,120.58,1141,9,9,537@456#0,0
3116,3116,97.18,1118,7,8,617@615#0 615@614#0 614@613#0,6
3117,3117,87.19,1140,6,9,520@641#0,0
3118,3118,21.26,1142,10,9,537@456#0,0
3119,3119,46.13,1142,14,12,320@39#0,1
3120,3120,52.13,1142,14,7,342@499#0,0
3121,3121,85.17,988,6,7,515@47#0 47@365#0 365@511#0 511@419#0 419@514#0 514@649#0,25
3122,3122,77.2,1143,6,1,450@574#0,0
3123,3123,111.53,1143,9,10,537@456#0,0
3124,3124,72.61,1144,2,2,19@467#0,1
3125,3125,71.84,1033,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
3126,3126,34.16,1067,13,10,513@363#0 363@364#0 364@512#0 512@312#0 312@448#0 448@325#0 325@78#0 78@409#0,33
3127,3127,49.54,1029,14,15,39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0,25
3128,3128,59.49,1057,15,14,47@365#0 365@511#0 511@464#0 464@39#0,8
3129,3129,114.61,1132,9,14,456@409#0,0
3130,3130,110.53,1143,9,1,520@641#0,0
3131,3131,12.21,1146,10,10,537@456#0,0
3132,3132,19.13,1115,10,7,409@78#0 78@325#0 325@540#0 540@541#0,8
3133,3133,60.93,1147,15,15,581@468#0,0
3134,3134,64.36,1147,15,8,515@470#0,0
3135,3135,82.64,1147,6,15,581@468#0,0
3136,3136,17.26,1142,10,2,34@36#0,2
3137,3137,38.44,1148,13,15,470@515#0,0
3138,3138,115.109,1087,9,15,520@641#0 641@471#0,13
3139,3139,84.15,1149,6,6,432@433#0,0
3140,3140,59.5,1078,15,14,47@365#0 365@511#0 511@464#0 464@39#0,8
3141,3141,89.12,1108,7,10,448@325#0 325@78#0 78@409#0,10
3142,3142,27.14,1120,12,15,511@365#0 365@619#0 619@47#0,9
3143,3143,76.44,1148,2,9,630@620#0,0
3144,3144,78.13,1040,6,10,640@520#0 520@28#0 28@483#0 483@456#0,8
3145,3145,69.35,1059,2,13,516@642#0 642@520#0 520@641#0 641@471#0,5
3146,3146,113.35,1087,9,13,520@641#0 641@471#0,13
3147,3147,50.23,1150,14,2,536@461#0,0
3148,3148,13.16,1152,10,12,537@456#0,0
3149,3149,90.8,1152,7,12,362@363#0,0
3150,3150,108.24,1152,8,8,643@365#0,0
3151,3151,49.53,1010,14,15,39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0,25
3152,3152,71.86,1057,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
3153,3153,71.87,1069,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
3154,3154,70.55,1152,2,14,536@461#0,0
3155,3155,116.71,1152,9,2,630@620#0,0
3156,3156,48.41,1154,14,14,201@558#0,0
3157,3157,92.25,1154,7,14,342@499#0,0
3158,3158,115.11,1097,9,15,520@641#0 641@471#0,13
3159,3159,42.17,1155,13,8,643@365#0,0
3160,3160,5.3,1098,1,15,641@471#0,0
3161,3161,118.29,1055,9,7,456@409#0 409@78#0 78@325#0 325@540#0 540@541#0,17
3162,3162,71.88,1082,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
3163,3163,103.33,1143,8,14,39@571#0,1
3164,3164,45.16,1152,14,10,409@93#0,1
3165,3165,7.9,1158,1,6,450@574#0,0
3166,3166,66.55,1158,2,1,467@19#0,1
3167,3167,112.36,1158,9,12,537@456#0,0
3168,3168,119.45,1158,9,8,537@456#0,0
3169,3169,117.26,1156,9,6,520@641#0,0
3170,3170,60.94,1159,15,15,581@468#0,0
3171,3171,104.65,1159,8,15,470@515#0,0
3172,3172,69.36,1090,2,13,516@642#0 642@520#0 520@641#0 641@471#0,5
3173,3173,33.24,1108,13,1,641@471#0,0
3174,3174,0.19,1160,1,1,564@572#0,0
3175,3175,68.21,1146,2,12,34@33#0 33@537#0 537@456#0,3
3176,3176,120.59,1161,9,9,537@456#0,0
3177,3177,72.62,1163,2,2,467@19#0,1
3178,3178,49.56,1067,14,15,39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0,25
3179,3179,93.44,1009,7,15,543@415#0 415@408#0 408@611#0 611@417#0 417@418#0 418@66#0 66@529#0 529@607#0 607@601#0,18
3180,3180,15.29,1160,10,14,409@93#0,1
3181,3181,20.22,1165,10,8,537@456#0,0
3182,3182,82.65,1165,6,15,581@468#0,0
3183,3183,86.22,1165,6,8,515@470#0,0
3184,3184,111.54,1165,9,10,537@456#0,0
3185,3185,118.3,1091,9,7,456@409#0 409@78#0 78@325#0 325@540#0 540@541#0,17
3186,3186,93.46,1055,7,15,543@415#0 415@408#0 408@611#0 611@417#0 417@418#0 418@66#0 66@529#0 529@607#0 607@601#0,18
3187,3187,71.89,1094,2,15,516@642#0 642@520#0 520@641#0 641@471#0,5
3188,3188,115.112,1117,9,15,520@641#0 641@471#0,13
3189,3189,114.62,1153,9,14,456@409#0,0
3190,3190,110.54,1165,9,1,520@641#0,0
3191,3191,81.25,1035,6,14,640@520#0 520@28#0 28@483#0 483@456#0 456@409#0,17
3192,3192,22.5,1125,12,1,483@28#0 28@520#0,12
3193,3193,67.32,1164,2,10,36@34#0,2
3194,3194,101.12,1168,8,12,650@460#0,0
3195,3195,41.12,1168,13,7,465@445#0,0
3196,3196,62.25,1169,15,6,581@468#0,0
3197,3197,81.26,1076,6,14,640@520#0 520@28#0 28@483#0 483@456#0 456@409#0,17
3198,3198,9.12,1168,1,8,520@641#0,0
3199,3199,109.26,1170,8,9,537@456#0,0
3200,3200,116.72,1168,9,2,620@630#0,0
3201,3201,93.45,1032,7,15,543@415#0 415@408#0 408@611#0 611@417#0 417@418#0 418@66#0 66@529#0 529@607#0 607@601#0,18
3202,3202,93.47,1078,7,15,543@415#0 415@408#0 408@611#0 611@417#0 417@418#0 418@66#0 66@529#0 529@607#0 607@601#0,18
3203,3203,105.27,1158,8,2,456@33#0 33@34#0,4
3204,3204,91.13,1170,7,13,465@445#0,0
3205,3205,60.95,1172,15,15,581@468#0,0
3206,3206,80.14,1173,6,13,515@470#0,0
3207,3207,106.14,1173,8,6,470@515#0,0
3208,3208,113.36,1118,9,13,520@641#0 641@471#0,13
3209,3209,75.36,1158,2,8,34@33#0 33@537#0 537@456#0,3
3210,3210,38.45,1174,13,15,515@470#0,0
3211,3211,115.111,1107,9,15,520@641#0 641@471#0,13
3212,3212,70.56,1173,2,14,536@461#0,0
3213,3213,55.28,1120,15,1,411@432#0 432@450#0,13
3214,3214,76.45,1174,2,9,620@630#0,0
3215,3215,102.16,1176,8,13,643@365#0,0
3216,3216,1.9,1118,1,10,520@28#0 28@483#0 483@456#0,10
3217,3217,73.22,1148,2,6,516@642#0 642@520#0 520@641#0,6
3218,3218,104.66,1177,8,15,515@470#0,0
3219,3219,53.2,1162,14,8,409@538#0 538@456#0,26
3220,3220,10.16,1176,1,9,520@641#0,0
3221,3221,64.37,1179,15,8,515@470#0,0
3222,3222,66.56,1179,2,1,19@467#0,1
3223,3223,5.31,1128,1,15,641@471#0,0
3224,3224,95.13,996,7,6,448@320#0 320@39#0 39@571#0 571@464#0 464@511#0 511@365#0 365@619#0 619@47#0 47@515#0,31
3225,3225,8.1,1029,1,7,520@28#0 28@483#0 483@456#0 456@409#0 409@78#0 78@325#0 325@540#0 540@541#0,30
3226,3226,120.6,1181,9,9,537@456#0,0
3227,3227,43.2,1109,13,9,471@631#0 631@640#0 640@520#0,6
3228,3228,2.6,1137,1,12,520@28#0 28@483#0,12
3229,3229,47.19,1160,14,13,312@512#0 512@364#0 364@363#0 363@568#0,5
3230,3230,6.21,1182,1,2,467@19#0,1
3231,3231,48.42,1182,14,14,201@558#0,0
3232,3232,72.63,1182,2,2,467@19#0,1
3233,3233,65.29,1089,15,9,471@631#0 631@640#0 640@520#0,6
3234,3234,118.31,1129,9,7,456@409#0 409@78#0 78@325#0 325@540#0 540@541#0,17
