,speed,acc,lane,pos,speed_stability,acc_point,acc_avg_point,a*v,a/v
0,0.0,0.0,0/1to1/1,0.0,1.5229569220464678,0,0,0.0,0.0
1,2.4336458235746252,2.4336458235746252,0/1to1/1,2.4336458235746257,1.3224885617700406,0,0,21.32147518056798,0.27777777777777773
2,4.9484150113537915,2.5147691877791662,0/1to1/1,7.382060834928417,1.122197478561755,1,0,44.798837756027076,0.14116580662748712
3,6.292003332311288,1.3435883209574966,0/1to1/1,13.674064167239704,1.0486801930229177,0,0,30.43390389378875,0.05931639866227658
4,8.047398038743996,1.7553947064327078,0/1to1/1,21.7214622059837,0.9643500044141895,0,0,50.8548957039654,0.06059221108837512
5,9.798161585978233,1.7507635472342375,0/1to1/1,31.519623791961934,0.7929496463053859,0,0,61.75535088470939,0.049634128126752275
6,11.479623234830797,1.6814616488525633,0/1to1/1,42.99924702679273,0.627224089106638,0,0,69.48916636552123,0.04068710886082556
7,12.896247745165601,1.4166245103348043,0/1to1/1,55.89549477195833,0.5075469785524532,0,0,65.76890632974556,0.030513279226808267
8,14.41158804911282,1.5153403039472195,0/1to1/1,70.30708282107116,0.360563715258613,0,0,78.61845677293705,0.029207597439858363
9,13.859247260765175,-0.5523407883476459,0/1to1/1,84.16633008183634,0.42198569925501933,0,0,27.55809920849756,0.011070442274132869
10,14.124887643769386,0.2656403830042109,0/1to1/1,98.29121772560572,0.4229374625626951,0,0,13.507706028896443,0.0052240412200019485
11,13.695925422959032,-0.4289622208103534,0/1to1/1,111.98714314856475,0.4103778253006748,0,0,21.150124507747748,0.008700118375905733
12,14.207783778655344,0.5118583556963117,0/1to1/1,126.19492692722011,0.41287030240753675,0,0,26.180542234912515,0.010007393045769261
13,13.59936831308622,-0.6084154655691236,0/1to1/1,139.79429524030633,0.43402318734442813,0,0,29.786637613148425,0.012427363690767607
14,14.511461133431645,0.9120928203454248,0/1to1/1,154.30575637373798,0.38430328407092007,0,0,47.648878245088866,0.017459242348720268
15,14.474701167285444,-0.03675996614620125,0/1to1/1,168.78045754102342,0.3983841575030235,0,0,1.9155222895888535,0.0007054447334882766
16,14.498907244150528,0.02420607686508447,0/1to1/1,183.27936478517395,0.4877741911867631,0,0,1.2634619875618958,0.0004637528971718852
17,14.718760648943485,0.219853404792957,0/1to1/1,197.99812543411744,0.5260277386754749,0,0,11.649490714810147,0.004149153021565676
18,14.673252977934668,-0.04550767100881714,0/1to1/1,212.67137841205212,0.536460014374461,0,0,2.40388404893639,0.0008615008371818253
19,13.50669234962296,-1.166560628311709,0/1to1/1,226.1780707616751,0.43756899539846933,0,0,56.72295184964081,0.023991411856250686
20,13.781850365703928,0.2751580160809688,0/1to1/1,239.959921127379,0.604497638234817,0,0,13.65187177638672,0.005545901327946223
21,14.085216213894078,0.30336584819015044,0/1to1/1,254.0451373412731,0.6216865667996915,0,0,15.382704829210692,0.0059827474342073585
22,13.548433087129148,-0.5367831267649308,0/1to1/1,267.5935704284022,0.6243152224479992,0,0,26.18125299098866,0.011005436801619443
23,14.368377402067185,0.8199443149380379,0/1to1/1,281.9619478304694,0.6107178164026698,0,0,42.41256971655299,0.015851637476632693
24,13.953483614456841,-0.41489378761034423,0/1to1/1,295.91543144492624,0.7093063693890468,0,0,20.84116920177915,0.008259462476940238
25,13.775914913989606,-0.17756870046723527,0/1to1/1,309.69134635891584,0.8263745980089963,0,0,8.806216712487624,0.00358049823381144
26,14.694021327692086,0.9181064137024801,0/1to1/1,324.38536768660794,0.9228580284775185,0,0,48.5664308065265,0.017356008520361677
27,14.09163244801201,-0.6023888796800758,0/1to1/1,338.47700013461997,0.9527254967186549,0,0,30.559113659596893,0.011874440024809396
28,14.241462876010688,0.14983042799867796,0/1to1/1,352.71846301063067,1.0459640464121422,0,0,7.681696120943872,0.002922421923598382
29,14.063812437458896,-0.17765043855179208,0/1to1/1,366.7822754480896,1.0348137391665895,0,0,8.994392810008996,0.003508816991239733
